driverId,week,hours-logged,miles-logged
86,25,62,3900
73,9,78,1100
72,23,71,0
42,52,59,3000
97,45,63,1100
60,12,54,3000
33,4,59,3400
34,24,75,800
40,49,76,2400
62,37,77,3000
104,17,61,3500
48,1,59,200
28,44,71,1400
32,11,63,1900
28,16,79,1200
71,25,66,1500
86,20,64,1800
67,18,70,2400
49,38,66,0
54,41,79,1200
105,28,80,3500
68,14,53,2000
91,22,69,3700
78,28,71,2100
64,8,79,1500
78,3,64,1900
65,44,61,2700
39,19,77,3600
11,14,79,1300
60,7,73,900
30,35,57,2100
57,16,75,1800
32,47,62,400
43,46,68,2000
35,20,53,1500
32,41,69,3500
55,51,50,1000
64,7,64,3100
25,32,62,0
79,51,78,2000
21,23,65,900
64,14,70,3500
18,34,71,3700
54,34,67,2600
10,9,71,1200
97,8,57,3900
77,13,64,1500
100,18,79,2600
25,9,79,1100
55,37,77,2800
104,51,77,2100
92,14,59,600
38,39,73,1900
15,4,61,2500
67,42,78,1200
85,49,57,2600
69,45,58,2400
42,22,78,1100
91,52,65,1900
15,35,57,2000
25,27,73,2500
53,36,77,1800
37,36,52,3700
88,11,68,1500
88,21,58,1100
20,45,71,800
49,34,73,1400
20,39,68,2400
56,48,79,2600
95,41,50,1800
41,44,71,2500
65,36,77,2700
33,21,66,2400
33,33,58,1800
64,25,75,500
64,36,70,3900
11,49,73,3000
109,41,60,1300
71,43,64,0
71,21,60,900
58,23,69,900
44,17,63,500
66,26,76,1200
85,27,73,1000
62,12,70,2600
108,48,55,3800
15,49,62,3400
67,35,60,1100
76,23,76,1000
84,10,53,600
42,33,65,500
98,49,50,1100
66,28,77,2700
44,30,59,1100
44,37,59,3600
58,43,76,1000
28,24,60,1500
31,35,58,1900
59,31,65,300
89,50,72,1300
20,19,53,3300
24,29,65,900
28,52,51,2800
96,9,64,2200
106,37,69,2700
79,10,55,2500
63,13,77,1400
21,9,80,3200
25,50,79,800
58,47,63,3200
79,30,53,3300
97,29,68,1500
67,39,64,3000
99,22,69,2900
78,1,80,3100
74,19,75,3900
78,6,67,3300
20,23,68,700
69,35,57,3100
93,44,59,1100
35,28,54,500
82,45,74,100
59,2,78,500
104,52,79,2000
39,6,53,3600
79,33,78,3400
51,9,50,3500
107,46,63,3300
32,48,79,3000
84,37,74,300
36,50,76,3000
103,52,66,2100
69,6,65,3600
46,16,55,4000
19,8,77,1400
71,16,51,600
18,48,70,1100
59,16,65,600
50,11,63,3200
46,38,67,200
23,4,62,2800
58,26,79,400
74,16,56,1000
100,37,58,0
17,35,57,0
48,29,79,1500
105,11,57,3000
106,8,69,3000
40,10,58,1300
13,1,54,700
71,40,77,2900
47,27,51,300
60,33,59,800
39,38,65,900
16,25,68,2600
98,13,80,1500
70,21,74,900
50,7,63,2800
18,5,56,2600
19,28,60,1900
91,24,58,200
70,48,59,800
87,34,76,2300
100,39,72,3600
105,19,73,100
69,48,72,4000
27,29,71,3500
53,5,71,3000
50,15,53,2700
22,33,51,3900
108,26,64,600
101,2,64,600
31,43,78,2600
31,5,71,500
96,33,79,3300
98,47,62,1200
98,18,79,1100
37,11,64,2000
100,41,71,4000
77,48,61,1500
99,30,66,1300
81,21,71,3300
99,52,67,3400
55,2,59,300
11,24,70,3000
72,20,65,700
11,35,50,2400
106,52,57,0
88,52,59,3100
32,1,67,200
39,35,54,1400
76,10,77,400
32,38,58,3800
104,6,74,3500
69,9,74,2000
46,28,61,700
89,40,60,2500
24,44,79,3800
78,14,69,600
98,34,54,0
47,34,65,1900
69,27,59,500
97,47,53,0
80,44,76,0
66,16,59,2900
42,16,57,600
95,46,59,3500
77,44,57,400
31,29,68,1200
38,21,76,700
52,10,69,1800
11,33,71,1700
44,2,56,3400
78,34,64,2400
33,22,80,600
20,35,77,3600
39,44,54,1400
21,3,76,500
65,36,78,400
98,43,67,1400
36,13,79,3100
93,8,60,3700
63,45,78,1200
99,23,52,0
36,21,54,800
90,7,80,700
23,8,76,0
95,40,57,2700
74,27,77,2300
34,37,66,1300
24,42,55,3700
33,1,74,1000
13,23,66,1400
49,15,80,3000
15,16,79,2700
17,15,66,2100
85,29,76,1900
68,6,61,1300
54,45,51,2300
95,25,78,3200
23,34,53,1900
92,20,66,1700
44,25,57,1200
30,19,77,1500
25,46,55,1400
49,51,66,1400
58,12,60,0
91,5,57,2400
39,13,54,300
71,5,66,1800
12,50,55,2500
62,23,55,3400
10,21,71,3700
57,10,67,1500
33,43,80,3500
93,42,61,1400
70,19,71,2900
89,44,55,800
71,50,59,3900
94,20,78,2300
12,15,77,1400
93,13,53,1800
104,1,70,3800
66,36,69,3900
38,12,74,2600
57,1,65,1700
103,44,64,800
76,14,57,2000
66,22,76,500
91,50,59,2800
63,24,66,500
95,20,62,3800
41,17,76,800
63,43,66,3500
104,36,57,1400
86,36,72,900
76,47,63,3000
35,14,67,800
10,14,59,2700
103,37,75,3000
107,22,62,1700
88,14,79,3700
73,20,50,2800
30,46,72,500
34,25,58,2800
39,30,55,3800
100,46,67,0
86,34,62,1800
95,46,62,100
70,9,66,2800
92,9,50,3500
107,14,64,1500
18,25,80,2500
101,18,52,2900
86,10,59,800
27,44,56,3900
107,8,53,500
37,2,79,0
72,51,53,4000
58,46,53,500
100,32,80,2100
108,47,75,3200
39,26,76,1500
36,40,60,3100
98,28,72,1800
12,28,57,800
23,28,75,2300
106,38,67,1700
11,38,79,2100
69,48,80,2300
54,37,56,3200
69,19,53,400
31,11,57,2000
19,16,50,1100
39,4,77,2500
73,27,67,1400
71,44,66,2100
88,33,61,1600
108,47,55,2300
48,21,69,3600
11,37,52,1900
81,12,56,3500
24,28,79,1000
58,19,63,1500
93,39,72,3100
50,22,58,4000
85,42,56,1000
102,44,79,3200
29,15,64,3800
60,8,51,1900
90,33,70,700
89,28,52,400
55,12,53,1900
42,34,63,3300
54,33,64,3700
29,34,74,2200
68,4,58,3100
17,16,72,200
10,4,52,1000
20,26,54,3600
64,15,51,3000
100,1,80,3300
36,10,58,800
32,43,71,3800
23,8,53,400
34,44,50,1500
28,14,80,3700
40,52,71,3300
52,50,71,900
70,17,60,2800
30,26,59,2600
13,32,56,2800
20,44,73,2000
53,27,57,1800
29,8,73,2300
75,10,52,600
12,23,68,2800
53,12,58,800
17,6,71,3700
31,32,53,2600
56,28,71,1600
87,8,76,400
76,35,66,3600
78,10,65,3000
45,43,55,0
13,29,73,2300
87,7,74,300
91,27,68,1800
84,20,76,2700
57,21,66,1600
109,36,67,2100
86,2,54,2800
102,43,76,500
97,37,79,600
20,8,80,2100
69,30,69,1200
85,52,63,800
15,33,61,200
50,6,68,500
92,25,61,2300
22,8,61,3800
107,45,80,2000
40,15,63,2700
91,52,78,700
55,38,62,2300
105,5,56,3800
45,33,73,2200
80,9,54,3300
16,41,54,1900
76,27,61,2400
44,40,74,2500
73,28,80,1000
17,51,75,2500
33,31,73,2800
61,23,75,3200
88,19,80,2400
70,42,61,800
33,28,62,3200
100,36,70,3400
30,21,63,3400
40,18,69,700
96,13,53,2500
76,48,59,2400
52,43,58,600
20,24,50,1600
31,44,70,0
94,36,67,1200
92,44,55,3500
92,36,55,1500
106,25,66,1300
108,13,69,1900
19,48,78,3500
15,9,63,1200
14,23,51,4000
82,2,71,4000
96,20,68,2200
102,45,79,2500
56,49,59,1800
44,22,74,1700
71,22,61,3500
109,16,67,2600
104,45,76,0
98,40,74,1300
73,28,77,2100
80,18,56,3000
37,9,65,2300
65,9,74,800
88,51,68,3400
12,22,56,2700
56,12,69,1200
11,15,65,1400
80,12,79,3200
78,40,59,1400
39,8,64,600
46,6,63,3600
62,50,78,300
60,10,58,2300
93,12,57,100
104,48,60,0
35,36,62,300
21,34,61,100
61,35,63,2500
38,11,63,1000
27,48,50,3800
67,16,66,1900
102,10,62,1100
76,23,63,100
94,48,80,1100
105,37,64,3500
35,34,72,3500
34,4,70,2900
10,35,59,2000
76,46,68,2600
67,28,63,0
79,4,50,4000
96,13,55,700
52,43,60,3400
23,6,61,2500
53,17,53,1200
46,9,76,700
98,32,80,0
13,46,54,3200
71,19,53,2400
66,23,67,3900
14,4,67,2900
32,7,79,1100
80,34,71,1300
60,22,78,1100
34,38,55,200
64,21,59,4000
21,39,55,3800
99,37,51,1700
58,47,60,100
16,42,54,1600
105,39,72,400
45,40,61,400
66,36,62,4000
41,14,52,3800
48,20,79,2800
47,27,54,2100
76,3,64,2100
73,33,52,3700
84,42,70,3100
19,4,59,400
53,2,66,1700
25,42,73,300
15,3,74,3900
46,39,80,3900
66,45,51,500
12,51,73,3700
48,42,50,2300
53,30,63,500
71,51,73,200
22,48,79,3500
31,16,55,2900
20,23,52,900
